 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv
f_min.final_model.000.10.det_cont.csv,0.145,0.277,0.292,0.509,0.361,0.642,0.238,0.564,0.456,0.346,1.000,0.279,0.081,0.426,0.206,0.305,0.176,0.400,0.375,0.577,0.364,0.125,0.540,0.024,0.345,0.492,0.196,0.353,0.138
f_min.final_model.000.11.det_cont.csv,0.212,0.091,0.809,0.266,0.105,0.239,0.411,0.130,0.105,0.109,0.279,1.000,0.157,0.239,0.203,0.393,0.571,0.104,0.060,0.258,0.046,0.108,0.164,0.265,0.172,0.463,0.153,0.431,0.316
f_min.final_model.000.12.det_cont.csv,0.000,0.000,0.114,0.028,0.000,0.157,0.000,0.026,0.222,0.000,0.081,0.157,1.000,0.266,0.000,0.029,0.227,0.013,0.012,0.000,0.077,0.000,0.076,0.317,0.000,0.152,0.000,0.194,0.000
f_min.final_model.000.13.det_cont.csv,0.026,0.091,0.288,0.306,0.135,0.467,0.197,0.261,0.500,0.127,0.426,0.239,0.266,1.000,0.027,0.219,0.239,0.149,0.171,0.297,0.247,0.012,0.368,0.075,0.103,0.485,0.030,0.368,0.087
f_min.final_model.000.14.det_cont.csv,0.643,0.460,0.175,0.321,0.521,0.185,0.388,0.333,0.141,0.395,0.206,0.203,0.000,0.027,1.000,0.340,0.027,0.510,0.322,0.358,0.176,0.392,0.218,0.000,0.600,0.115,0.541,0.281,0.524
f_min.final_model.000.15.det_cont.csv,0.321,0.213,0.471,0.365,0.276,0.219,0.643,0.222,0.175,0.196,0.305,0.393,0.029,0.219,0.340,1.000,0.182,0.230,0.145,0.377,0.095,0.241,0.259,0.041,0.327,0.333,0.318,0.482,0.477
f_min.final_model.000.16.det_cont.csv,0.053,0.000,0.518,0.095,0.012,0.173,0.179,0.048,0.050,0.029,0.176,0.571,0.227,0.239,0.027,0.182,1.000,0.000,0.011,0.107,0.011,0.000,0.040,0.483,0.000,0.361,0.015,0.224,0.119
f_min.final_model.000.17.det_cont.csv,0.400,0.588,0.108,0.418,0.723,0.393,0.246,0.556,0.328,0.478,0.400,0.104,0.013,0.149,0.510,0.230,0.000,1.000,0.564,0.455,0.375,0.339,0.415,0.000,0.600,0.250,0.413,0.233,0.263
f_min.final_model.000.18.det_cont.csv,0.266,0.574,0.075,0.323,0.604,0.391,0.127,0.600,0.328,0.500,0.375,0.060,0.012,0.171,0.322,0.145,0.011,0.564,1.000,0.400,0.438,0.431,0.386,0.024,0.434,0.237,0.278,0.160,0.134
f_min.final_model.000.19.det_cont.csv,0.250,0.339,0.333,0.652,0.491,0.431,0.396,0.577,0.491,0.375,0.577,0.258,0.000,0.297,0.358,0.377,0.107,0.455,0.400,1.000,0.344,0.167,0.622,0.000,0.522,0.388,0.286,0.354,0.228
f_min.final_model.000.20.det_cont.csv,0.137,0.279,0.073,0.292,0.338,0.319,0.093,0.475,0.338,0.321,0.364,0.046,0.077,0.247,0.176,0.095,0.011,0.375,0.438,0.344,1.000,0.164,0.397,0.085,0.322,0.232,0.145,0.116,0.054
f_min.final_model.000.21.det_cont.csv,0.451,0.592,0.113,0.119,0.444,0.139,0.237,0.266,0.068,0.300,0.125,0.108,0.000,0.012,0.392,0.241,0.000,0.339,0.431,0.167,0.164,1.000,0.125,0.039,0.327,0.070,0.378,0.160,0.278
f_min.final_model.000.22.det_cont.csv,0.129,0.276,0.210,0.543,0.423,0.393,0.255,0.571,0.609,0.298,0.540,0.164,0.076,0.368,0.218,0.259,0.040,0.415,0.386,0.622,0.397,0.125,1.000,0.000,0.413,0.354,0.208,0.277,0.140
f_min.final_model.000.23.det_cont.csv,0.000,0.000,0.221,0.000,0.000,0.062,0.013,0.000,0.012,0.000,0.024,0.265,0.317,0.075,0.000,0.041,0.483,0.000,0.024,0.000,0.085,0.039,0.000,1.000,0.000,0.143,0.000,0.058,0.014
f_min.final_model.000.24.det_cont.csv,0.396,0.543,0.161,0.447,0.651,0.316,0.269,0.510,0.291,0.487,0.345,0.172,0.000,0.103,0.600,0.327,0.000,0.600,0.434,0.522,0.322,0.327,0.413,0.000,1.000,0.214,0.528,0.250,0.319
f_min.final_model.000.25.det_cont.csv,0.098,0.160,0.508,0.338,0.221,0.508,0.271,0.293,0.362,0.209,0.492,0.463,0.152,0.485,0.115,0.333,0.361,0.250,0.237,0.388,0.232,0.070,0.354,0.143,0.214,1.000,0.099,0.411,0.164
f_min.final_model.000.26.det_cont.csv,0.579,0.391,0.161,0.245,0.455,0.214,0.255,0.340,0.103,0.378,0.196,0.153,0.000,0.030,0.541,0.318,0.015,0.413,0.278,0.286,0.145,0.378,0.208,0.000,0.528,0.099,1.000,0.237,0.486
f_min.final_model.000.27.det_cont.csv,0.269,0.156,0.429,0.344,0.236,0.431,0.448,0.211,0.290,0.169,0.353,0.431,0.194,0.368,0.281,0.482,0.224,0.233,0.160,0.354,0.116,0.160,0.277,0.058,0.250,0.411,0.237,1.000,0.379
f_min.final_model.000.28.det_cont.csv,0.595,0.224,0.286,0.259,0.268,0.119,0.535,0.175,0.060,0.184,0.138,0.316,0.000,0.087,0.524,0.477,0.119,0.263,0.134,0.228,0.054,0.278,0.140,0.014,0.319,0.164,0.486,0.379,1.000
