 ,finalmodel.000.00.det_cont.csv,finalmodel.000.01.det_cont.csv,finalmodel.000.02.det_cont.csv,finalmodel.000.03.det_cont.csv,finalmodel.000.04.det_cont.csv,finalmodel.000.05.det_cont.csv,finalmodel.000.06.det_cont.csv,finalmodel.000.07.det_cont.csv,finalmodel.000.08.det_cont.csv,finalmodel.000.09.det_cont.csv,finalmodel.000.10.det_cont.csv,finalmodel.000.11.det_cont.csv,finalmodel.000.12.det_cont.csv,finalmodel.000.13.det_cont.csv,finalmodel.000.14.det_cont.csv,finalmodel.000.15.det_cont.csv,finalmodel.000.16.det_cont.csv,finalmodel.000.17.det_cont.csv,finalmodel.000.18.det_cont.csv,finalmodel.000.19.det_cont.csv,finalmodel.000.20.det_cont.csv,finalmodel.000.21.det_cont.csv,finalmodel.000.22.det_cont.csv,finalmodel.000.23.det_cont.csv,finalmodel.000.24.det_cont.csv,finalmodel.000.25.det_cont.csv,finalmodel.000.26.det_cont.csv,finalmodel.000.27.det_cont.csv,finalmodel.000.28.det_cont.csv,finalmodel.000.29.det_cont.csv
f_min.final_model.000.20.det_cont.csv,0.222,0.403,0.482,0.212,0.169,0.411,0.241,0.206,0.261,0.417,0.188,0.222,0.435,0.086,0.482,0.286,0.262,0.149,0.528,0.108,0.062,0.000,0.100,0.333,0.353,0.182,0.583,0.262,0.708,0.279
f_min.final_model.000.21.det_cont.csv,0.175,0.400,0.290,0.400,0.279,0.382,0.380,0.179,0.424,0.414,0.386,0.213,0.387,0.141,0.818,0.393,0.370,0.139,0.300,0.062,0.000,0.000,0.104,0.391,0.294,0.339,0.490,0.646,0.386,0.316
f_min.final_model.000.22.det_cont.csv,0.161,0.390,0.345,0.442,0.288,0.345,0.457,0.185,0.491,0.386,0.426,0.241,0.474,0.060,0.660,0.333,0.469,0.212,0.310,0.000,0.000,0.000,0.029,0.318,0.231,0.281,0.420,0.510,0.351,0.304
f_min.final_model.000.23.det_cont.csv,0.000,0.106,0.113,0.000,0.000,0.000,0.000,0.000,0.014,0.158,0.000,0.000,0.087,0.512,0.015,0.000,0.000,0.000,0.098,0.568,0.340,0.236,0.400,0.147,0.000,0.123,0.033,0.062,0.097,0.000
f_min.final_model.000.24.det_cont.csv,0.000,0.188,0.075,0.045,0.039,0.000,0.052,0.044,0.056,0.182,0.044,0.015,0.099,0.625,0.059,0.094,0.000,0.028,0.061,0.605,0.213,0.145,0.833,0.227,0.000,0.288,0.016,0.145,0.092,0.000
f_min.final_model.000.25.det_cont.csv,0.014,0.186,0.491,0.041,0.012,0.172,0.079,0.026,0.064,0.324,0.013,0.000,0.308,0.091,0.113,0.013,0.043,0.013,0.426,0.153,0.397,0.182,0.074,0.275,0.032,0.057,0.091,0.040,0.258,0.000
f_min.final_model.000.26.det_cont.csv,0.464,0.296,0.073,0.466,0.583,0.151,0.242,0.381,0.415,0.163,0.554,0.390,0.253,0.066,0.275,0.410,0.367,0.607,0.049,0.013,0.047,0.101,0.038,0.141,0.233,0.203,0.174,0.279,0.145,0.431
f_min.final_model.000.27.det_cont.csv,0.119,0.232,0.761,0.099,0.060,0.400,0.228,0.127,0.118,0.389,0.081,0.103,0.359,0.057,0.306,0.145,0.136,0.092,0.681,0.111,0.186,0.039,0.071,0.268,0.218,0.041,0.298,0.143,0.455,0.134
f_min.final_model.000.28.det_cont.csv,0.429,0.270,0.070,0.431,0.596,0.200,0.354,0.389,0.481,0.145,0.471,0.667,0.188,0.113,0.246,0.609,0.346,0.345,0.057,0.032,0.000,0.000,0.094,0.118,0.319,0.183,0.169,0.271,0.154,0.449
f_min.final_model.000.29.det_cont.csv,0.030,0.000,0.087,0.000,0.000,0.044,0.000,0.014,0.000,0.044,0.014,0.000,0.025,0.193,0.000,0.000,0.000,0.069,0.058,0.208,0.604,0.682,0.131,0.037,0.000,0.014,0.000,0.000,0.014,0.000
