 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
finalmodel.000.10.det_cont.csv,0.373,0.333,0.302,0.306,0.608,0.583,0.714,0.362,0.262,0.177,0.070,0.075,0.094,0.568,0.386,0.358,0.283,0.094,0.543,0.186,0.000,0.260,0.029,0.379,0.388,0.297,0.098,0.060,0.167,0.490
finalmodel.000.11.det_cont.csv,0.134,0.615,0.488,0.595,0.305,0.511,0.367,0.088,0.043,0.193,0.044,0.175,0.066,0.600,0.213,0.489,0.465,0.204,0.320,0.161,0.000,0.526,0.000,0.364,0.615,0.083,0.000,0.100,0.381,0.246
finalmodel.000.12.det_cont.csv,0.660,0.172,0.101,0.164,0.309,0.239,0.362,0.536,0.400,0.429,0.383,0.317,0.013,0.310,0.433,0.145,0.119,0.242,0.418,0.375,0.114,0.129,0.097,0.130,0.230,0.698,0.254,0.368,0.167,0.509
finalmodel.000.13.det_cont.csv,0.119,0.000,0.000,0.000,0.101,0.045,0.082,0.217,0.420,0.015,0.045,0.015,0.164,0.050,0.159,0.000,0.000,0.000,0.121,0.000,0.548,0.000,0.610,0.000,0.000,0.100,0.488,0.016,0.000,0.094
finalmodel.000.14.det_cont.csv,0.390,0.327,0.250,0.300,0.297,0.283,0.377,0.429,0.393,0.480,0.242,0.327,0.014,0.429,0.818,0.177,0.169,0.365,0.309,0.479,0.014,0.306,0.058,0.125,0.255,0.448,0.115,0.333,0.422,0.638
finalmodel.000.15.det_cont.csv,0.270,0.558,0.447,0.575,0.446,0.531,0.479,0.238,0.169,0.263,0.087,0.203,0.095,0.619,0.393,0.420,0.367,0.190,0.400,0.232,0.014,0.512,0.076,0.317,0.489,0.188,0.015,0.148,0.378,0.389
finalmodel.000.16.det_cont.csv,0.382,0.400,0.255,0.372,0.510,0.420,0.634,0.345,0.263,0.283,0.164,0.136,0.032,0.561,0.370,0.314,0.312,0.182,0.467,0.275,0.000,0.318,0.000,0.316,0.465,0.322,0.107,0.119,0.289,0.479
finalmodel.000.17.det_cont.csv,0.200,0.365,0.440,0.314,0.491,0.519,0.442,0.155,0.081,0.169,0.097,0.087,0.197,0.309,0.155,0.667,0.511,0.141,0.298,0.141,0.000,0.269,0.014,0.694,0.511,0.132,0.014,0.072,0.245,0.215
finalmodel.000.18.det_cont.csv,0.290,0.241,0.214,0.235,0.025,0.087,0.060,0.200,0.134,0.532,0.596,0.775,0.000,0.153,0.279,0.109,0.117,0.438,0.094,0.568,0.094,0.240,0.076,0.053,0.136,0.414,0.100,0.795,0.378,0.271
finalmodel.000.19.det_cont.csv,0.076,0.000,0.000,0.000,0.029,0.000,0.016,0.150,0.264,0.050,0.100,0.069,0.154,0.000,0.078,0.000,0.000,0.000,0.052,0.017,0.649,0.000,0.632,0.000,0.000,0.090,0.541,0.052,0.000,0.015
finalmodel.000.20.det_cont.csv,0.077,0.000,0.014,0.000,0.037,0.000,0.000,0.051,0.053,0.041,0.215,0.154,0.259,0.000,0.000,0.014,0.000,0.014,0.028,0.074,0.321,0.000,0.210,0.078,0.000,0.103,0.186,0.138,0.000,0.013
finalmodel.000.21.det_cont.csv,0.013,0.000,0.045,0.000,0.051,0.041,0.014,0.000,0.055,0.000,0.027,0.029,0.346,0.000,0.000,0.075,0.046,0.014,0.000,0.029,0.183,0.000,0.125,0.143,0.000,0.012,0.098,0.029,0.000,0.000
finalmodel.000.22.det_cont.csv,0.118,0.016,0.016,0.000,0.100,0.029,0.063,0.233,0.358,0.046,0.060,0.047,0.275,0.016,0.121,0.015,0.000,0.000,0.119,0.016,0.535,0.000,0.811,0.014,0.016,0.083,0.409,0.048,0.000,0.060
finalmodel.000.23.det_cont.csv,0.468,0.026,0.013,0.028,0.211,0.117,0.206,0.534,0.526,0.297,0.303,0.224,0.026,0.129,0.391,0.038,0.026,0.159,0.286,0.250,0.191,0.028,0.242,0.047,0.099,0.500,0.305,0.266,0.074,0.344
finalmodel.000.24.det_cont.csv,0.097,0.667,0.647,0.700,0.190,0.340,0.255,0.082,0.049,0.333,0.145,0.341,0.036,0.436,0.269,0.372,0.486,0.267,0.208,0.326,0.000,0.613,0.000,0.241,0.410,0.077,0.000,0.234,0.613,0.235
finalmodel.000.25.det_cont.csv,0.351,0.049,0.016,0.034,0.322,0.180,0.308,0.471,0.521,0.150,0.091,0.030,0.100,0.204,0.364,0.062,0.016,0.048,0.340,0.100,0.155,0.035,0.283,0.070,0.123,0.254,0.312,0.047,0.017,0.309
finalmodel.000.26.det_cont.csv,0.190,0.409,0.370,0.415,0.152,0.207,0.245,0.217,0.183,0.523,0.228,0.404,0.000,0.370,0.460,0.222,0.240,0.422,0.204,0.488,0.032,0.462,0.031,0.138,0.292,0.222,0.109,0.327,0.583,0.373
finalmodel.000.27.det_cont.csv,0.373,0.193,0.131,0.185,0.390,0.288,0.440,0.436,0.540,0.259,0.152,0.143,0.029,0.353,0.612,0.180,0.172,0.167,0.365,0.250,0.076,0.189,0.161,0.159,0.308,0.339,0.196,0.127,0.189,0.490
finalmodel.000.28.det_cont.csv,0.286,0.360,0.353,0.362,0.123,0.206,0.180,0.295,0.185,0.659,0.407,0.565,0.000,0.302,0.362,0.220,0.236,0.400,0.203,0.522,0.109,0.400,0.091,0.143,0.283,0.317,0.175,0.479,0.500,0.333
finalmodel.000.29.det_cont.csv,0.203,0.561,0.413,0.579,0.345,0.565,0.417,0.154,0.106,0.255,0.091,0.193,0.015,0.625,0.271,0.417,0.455,0.200,0.367,0.222,0.000,0.553,0.000,0.357,0.641,0.145,0.016,0.136,0.439,0.286
