 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
f_min.final_model.000.10.det_cont.csv,0.491,0.123,0.152,0.185,0.479,0.138,0.373,0.423,0.578,0.789,0.245,0.321,0.396,0.257,0.821,0.176,0.240,0.016,0.407,0.028,0.197,0.407,0.510,0.000,0.079,0.056,0.424,0.116,0.412,0.000
f_min.final_model.000.11.det_cont.csv,0.648,0.482,0.458,0.104,0.157,0.246,0.717,0.135,0.421,0.258,0.086,0.333,0.333,0.633,0.306,0.167,0.043,0.014,0.107,0.312,0.508,0.387,0.424,0.136,0.114,0.393,0.160,0.426,0.093,0.038
f_min.final_model.000.12.det_cont.csv,0.109,0.226,0.333,0.750,0.432,0.450,0.043,0.294,0.033,0.154,0.381,0.000,0.048,0.026,0.145,0.486,0.500,0.000,0.250,0.065,0.315,0.259,0.222,0.000,0.000,0.063,0.188,0.211,0.280,0.000
f_min.final_model.000.13.det_cont.csv,0.617,0.400,0.382,0.038,0.171,0.167,0.678,0.136,0.459,0.265,0.063,0.354,0.353,0.828,0.328,0.114,0.053,0.012,0.122,0.296,0.406,0.362,0.353,0.153,0.147,0.368,0.186,0.377,0.125,0.060
f_min.final_model.000.14.det_cont.csv,0.308,0.082,0.108,0.207,0.453,0.108,0.243,0.569,0.375,0.574,0.385,0.267,0.270,0.175,0.571,0.158,0.333,0.045,0.589,0.000,0.133,0.302,0.311,0.000,0.104,0.000,0.552,0.078,0.560,0.013
f_min.final_model.000.15.det_cont.csv,0.217,0.117,0.167,0.450,0.548,0.200,0.154,0.545,0.204,0.442,0.500,0.143,0.133,0.079,0.413,0.286,0.556,0.018,0.510,0.000,0.217,0.273,0.259,0.000,0.051,0.000,0.368,0.109,0.610,0.000
f_min.final_model.000.16.det_cont.csv,0.212,0.104,0.149,0.413,0.600,0.218,0.123,0.744,0.180,0.380,0.595,0.109,0.119,0.060,0.358,0.271,0.575,0.016,0.680,0.000,0.194,0.222,0.271,0.000,0.015,0.000,0.545,0.099,0.622,0.014
f_min.final_model.000.17.det_cont.csv,0.338,0.095,0.167,0.333,0.549,0.213,0.254,0.640,0.362,0.520,0.510,0.258,0.281,0.185,0.549,0.259,0.489,0.000,0.596,0.000,0.243,0.400,0.414,0.000,0.027,0.012,0.614,0.090,0.538,0.000
f_min.final_model.000.18.det_cont.csv,0.540,0.379,0.362,0.065,0.127,0.200,0.707,0.108,0.459,0.229,0.063,0.467,0.460,0.738,0.309,0.130,0.026,0.038,0.098,0.278,0.448,0.382,0.353,0.169,0.229,0.329,0.146,0.357,0.111,0.047
f_min.final_model.000.19.det_cont.csv,0.097,0.123,0.169,0.455,0.365,0.245,0.052,0.609,0.044,0.214,0.692,0.014,0.042,0.000,0.164,0.277,0.512,0.016,0.596,0.000,0.197,0.152,0.121,0.000,0.000,0.000,0.500,0.116,0.385,0.044
f_min.final_model.000.20.det_cont.csv,0.206,0.458,0.587,0.525,0.308,0.703,0.200,0.246,0.115,0.140,0.312,0.015,0.109,0.149,0.153,0.583,0.341,0.000,0.194,0.183,0.462,0.377,0.365,0.000,0.000,0.200,0.141,0.423,0.190,0.030
f_min.final_model.000.21.det_cont.csv,0.500,0.246,0.254,0.029,0.113,0.156,0.534,0.093,0.411,0.188,0.042,0.529,0.439,0.600,0.254,0.115,0.014,0.059,0.071,0.188,0.403,0.333,0.323,0.237,0.288,0.239,0.136,0.232,0.081,0.039
f_min.final_model.000.22.det_cont.csv,0.141,0.264,0.373,0.812,0.477,0.463,0.071,0.308,0.048,0.170,0.395,0.000,0.062,0.038,0.161,0.500,0.514,0.000,0.283,0.079,0.352,0.296,0.259,0.000,0.000,0.078,0.200,0.246,0.294,0.000
f_min.final_model.000.23.det_cont.csv,0.283,0.076,0.088,0.069,0.211,0.067,0.339,0.200,0.438,0.320,0.103,0.545,0.674,0.303,0.380,0.115,0.091,0.088,0.191,0.000,0.185,0.396,0.286,0.189,0.320,0.000,0.262,0.071,0.228,0.062
f_min.final_model.000.24.det_cont.csv,0.519,0.462,0.491,0.175,0.213,0.327,0.527,0.132,0.298,0.224,0.150,0.217,0.222,0.444,0.233,0.312,0.121,0.015,0.103,0.222,0.608,0.362,0.453,0.097,0.076,0.279,0.130,0.455,0.087,0.000
f_min.final_model.000.25.det_cont.csv,0.459,0.729,0.509,0.121,0.125,0.267,0.444,0.105,0.191,0.147,0.118,0.143,0.135,0.420,0.157,0.207,0.075,0.057,0.081,0.527,0.459,0.211,0.273,0.210,0.130,0.635,0.080,0.673,0.051,0.125
