 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv
f_min.final_model.000.10.det_cont.csv,0.030,0.014,0.028,0.030,0.014,0.013,0.000,0.042,0.075,0.017,0.027,0.027,0.327,0.056,0.016,0.000,0.086,0.014,0.055,0.014,0.254,0.061,0.015,0.370,0.016,0.012,0.018,0.013,0.000
f_min.final_model.000.11.det_cont.csv,0.500,0.591,0.109,0.117,0.458,0.121,0.250,0.259,0.045,0.295,0.106,0.104,0.000,0.000,0.432,0.255,0.000,0.340,0.339,0.150,0.100,0.744,0.123,0.000,0.326,0.050,0.459,0.162,0.326
f_min.final_model.000.12.det_cont.csv,0.000,0.038,0.093,0.000,0.000,0.000,0.013,0.000,0.038,0.000,0.000,0.104,0.219,0.024,0.000,0.014,0.288,0.000,0.049,0.000,0.086,0.113,0.000,0.566,0.000,0.067,0.000,0.011,0.014
f_min.final_model.000.13.det_cont.csv,0.043,0.000,0.418,0.072,0.000,0.080,0.108,0.000,0.000,0.000,0.081,0.446,0.213,0.157,0.029,0.145,0.723,0.000,0.000,0.041,0.000,0.000,0.000,0.491,0.000,0.300,0.000,0.162,0.133
f_min.final_model.000.14.det_cont.csv,0.055,0.000,0.491,0.099,0.013,0.133,0.169,0.037,0.038,0.015,0.135,0.491,0.200,0.214,0.028,0.190,0.889,0.000,0.012,0.096,0.011,0.000,0.027,0.482,0.000,0.338,0.016,0.200,0.143
f_min.final_model.000.15.det_cont.csv,0.393,0.783,0.092,0.295,0.673,0.344,0.203,0.545,0.262,0.500,0.328,0.075,0.000,0.117,0.415,0.206,0.012,0.566,0.642,0.373,0.328,0.481,0.333,0.000,0.521,0.185,0.347,0.167,0.197
f_min.final_model.000.16.det_cont.csv,0.465,0.264,0.360,0.391,0.314,0.145,0.676,0.207,0.136,0.200,0.207,0.340,0.000,0.109,0.463,0.649,0.109,0.283,0.143,0.347,0.057,0.327,0.220,0.000,0.349,0.174,0.378,0.407,0.526
f_min.final_model.000.17.det_cont.csv,0.585,0.468,0.129,0.222,0.533,0.177,0.391,0.309,0.113,0.366,0.180,0.159,0.000,0.014,0.771,0.312,0.000,0.458,0.298,0.259,0.169,0.457,0.189,0.000,0.538,0.092,0.514,0.238,0.463
f_min.final_model.000.18.det_cont.csv,0.022,0.116,0.366,0.329,0.185,0.515,0.182,0.303,0.433,0.137,0.478,0.333,0.208,0.639,0.060,0.233,0.316,0.198,0.217,0.338,0.241,0.022,0.385,0.126,0.145,0.719,0.039,0.382,0.074
f_min.final_model.000.19.det_cont.csv,0.091,0.173,0.369,0.417,0.239,0.614,0.239,0.400,0.419,0.230,0.685,0.353,0.149,0.614,0.125,0.281,0.278,0.254,0.274,0.426,0.267,0.062,0.414,0.084,0.215,0.619,0.125,0.426,0.129
f_min.final_model.000.20.det_cont.csv,0.227,0.393,0.265,0.491,0.491,0.618,0.231,0.630,0.417,0.440,0.692,0.236,0.051,0.348,0.322,0.295,0.127,0.536,0.452,0.556,0.373,0.203,0.491,0.012,0.490,0.456,0.302,0.343,0.188
f_min.final_model.000.21.det_cont.csv,0.037,0.127,0.343,0.365,0.187,0.550,0.217,0.296,0.483,0.169,0.508,0.310,0.229,0.755,0.065,0.258,0.274,0.216,0.221,0.333,0.263,0.036,0.383,0.083,0.159,0.635,0.058,0.400,0.096
f_min.final_model.000.22.det_cont.csv,0.000,0.000,0.100,0.058,0.013,0.159,0.000,0.068,0.206,0.000,0.129,0.127,0.738,0.270,0.000,0.029,0.159,0.027,0.038,0.014,0.153,0.000,0.111,0.279,0.000,0.139,0.000,0.164,0.000
f_min.final_model.000.23.det_cont.csv,0.090,0.099,0.000,0.089,0.047,0.094,0.000,0.136,0.171,0.070,0.108,0.000,0.303,0.163,0.038,0.000,0.022,0.084,0.160,0.035,0.391,0.145,0.092,0.197,0.053,0.030,0.058,0.054,0.000
f_min.final_model.000.24.det_cont.csv,0.139,0.303,0.087,0.339,0.365,0.343,0.110,0.483,0.323,0.352,0.369,0.059,0.051,0.216,0.215,0.111,0.023,0.450,0.468,0.371,0.788,0.151,0.404,0.073,0.351,0.235,0.148,0.105,0.055
f_min.final_model.000.25.det_cont.csv,0.027,0.053,0.000,0.149,0.081,0.200,0.000,0.169,0.311,0.047,0.169,0.000,0.328,0.333,0.014,0.000,0.000,0.110,0.164,0.097,0.403,0.054,0.194,0.139,0.060,0.119,0.032,0.127,0.000
f_min.final_model.000.26.det_cont.csv,0.386,0.121,0.404,0.319,0.161,0.078,0.622,0.115,0.083,0.106,0.153,0.408,0.000,0.131,0.349,0.475,0.169,0.158,0.061,0.280,0.029,0.167,0.180,0.031,0.244,0.197,0.324,0.396,0.600
f_min.final_model.000.27.det_cont.csv,0.000,0.000,0.114,0.028,0.000,0.141,0.000,0.013,0.203,0.000,0.053,0.157,0.721,0.209,0.000,0.014,0.286,0.013,0.012,0.000,0.050,0.000,0.044,0.411,0.000,0.152,0.000,0.178,0.000
f_min.final_model.000.28.det_cont.csv,0.575,0.264,0.214,0.255,0.340,0.127,0.378,0.207,0.063,0.227,0.111,0.203,0.000,0.029,0.538,0.452,0.044,0.308,0.180,0.245,0.072,0.354,0.151,0.000,0.381,0.095,0.594,0.333,0.657
f_min.final_model.000.29.det_cont.csv,0.048,0.083,0.333,0.023,0.022,0.105,0.117,0.000,0.000,0.000,0.106,0.397,0.189,0.145,0.024,0.090,0.638,0.022,0.055,0.023,0.021,0.127,0.000,0.453,0.000,0.265,0.000,0.136,0.079
