 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv
model.000.10.det_cont.csv,0.405,0.453,0.721,0.358,0.469,0.397,0.396,0.104,0.644,0.155,0.543,0.826,0.404,0.600,0.588,0.157,0.353,0.236,0.246,0.286,0.308
model.000.11.det_cont.csv,0.043,0.031,0.167,0.270,0.220,0.522,0.189,0.086,0.286,0.268,0.053,0.197,0.038,0.109,0.273,0.458,0.000,0.345,0.102,0.564,0.000
model.000.12.det_cont.csv,0.095,0.067,0.220,0.200,0.255,0.417,0.245,0.052,0.326,0.190,0.094,0.246,0.082,0.135,0.308,0.388,0.018,0.246,0.068,0.844,0.038
model.000.13.det_cont.csv,0.000,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.019,0.000,0.000,0.020,0.000,0.000,0.019,0.000
model.000.14.det_cont.csv,0.081,0.049,0.139,0.523,0.250,0.413,0.344,0.414,0.242,0.607,0.082,0.165,0.042,0.053,0.271,0.589,0.000,0.702,0.292,0.311,0.086
model.000.15.det_cont.csv,0.000,0.027,0.000,0.034,0.000,0.000,0.000,0.106,0.000,0.052,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.060,0.014,0.014,0.000
model.000.16.det_cont.csv,0.429,0.581,0.548,0.206,0.340,0.241,0.182,0.066,0.444,0.043,0.512,0.562,0.500,0.853,0.358,0.014,0.538,0.096,0.218,0.145,0.372
model.000.17.det_cont.csv,0.406,0.340,0.304,0.149,0.184,0.098,0.250,0.176,0.200,0.097,0.500,0.296,0.733,0.349,0.155,0.063,0.486,0.071,0.512,0.074,0.862
model.000.18.det_cont.csv,0.220,0.463,0.246,0.069,0.156,0.078,0.086,0.041,0.188,0.000,0.327,0.284,0.360,0.396,0.169,0.000,0.543,0.000,0.182,0.042,0.296
model.000.19.det_cont.csv,0.000,0.000,0.000,0.107,0.000,0.197,0.015,0.100,0.031,0.156,0.000,0.013,0.000,0.000,0.043,0.281,0.000,0.157,0.046,0.280,0.000
model.000.20.det_cont.csv,0.333,0.542,0.291,0.128,0.255,0.147,0.127,0.076,0.291,0.039,0.259,0.328,0.286,0.380,0.279,0.013,0.435,0.049,0.141,0.078,0.226
model.000.21.det_cont.csv,0.096,0.056,0.180,0.483,0.296,0.463,0.440,0.286,0.286,0.538,0.113,0.206,0.032,0.077,0.339,0.795,0.000,0.526,0.298,0.373,0.048
model.000.22.det_cont.csv,0.170,0.106,0.186,0.450,0.283,0.453,0.400,0.321,0.273,0.529,0.155,0.194,0.088,0.079,0.305,0.638,0.048,0.441,0.333,0.388,0.103
model.000.23.det_cont.csv,0.067,0.048,0.189,0.290,0.271,0.458,0.286,0.068,0.340,0.291,0.071,0.259,0.038,0.089,0.373,0.458,0.000,0.345,0.102,0.564,0.000
model.000.24.det_cont.csv,0.394,0.524,0.488,0.182,0.341,0.214,0.173,0.034,0.386,0.030,0.526,0.511,0.559,0.686,0.308,0.030,0.514,0.070,0.212,0.135,0.410
