 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
f_min.final_model.000.10.det_cont.csv,0.568,0.574,0.440,0.152,0.135,0.141,0.304,0.255,0.237,0.131,0.418,0.090,0.230,0.538,0.431,0.373,0.288,0.308,0.757,0.417,0.041,0.219,0.291,0.182,0.288,0.000,0.074,0.209,0.619,0.156
f_min.final_model.000.11.det_cont.csv,0.197,0.164,0.041,0.096,0.375,0.400,0.208,0.193,0.426,0.141,0.242,0.453,0.317,0.085,0.185,0.321,0.404,0.029,0.015,0.143,0.509,0.242,0.210,0.093,0.246,0.417,0.604,0.371,0.108,0.083
f_min.final_model.000.12.det_cont.csv,0.222,0.206,0.039,0.105,0.373,0.421,0.283,0.263,0.373,0.149,0.265,0.841,0.482,0.062,0.191,0.345,0.448,0.118,0.058,0.152,0.527,0.246,0.197,0.089,0.339,0.532,0.397,0.348,0.118,0.093
f_min.final_model.000.13.det_cont.csv,0.138,0.116,0.022,0.400,0.559,0.484,0.171,0.211,0.377,0.468,0.176,0.418,0.366,0.025,0.118,0.227,0.361,0.154,0.012,0.098,0.633,0.429,0.134,0.351,0.236,0.211,0.557,0.493,0.059,0.391
f_min.final_model.000.14.det_cont.csv,0.480,0.463,0.242,0.125,0.483,0.560,0.667,0.408,0.625,0.156,0.509,0.444,0.481,0.300,0.444,0.667,0.800,0.141,0.186,0.431,0.286,0.221,0.462,0.122,0.714,0.150,0.472,0.593,0.352,0.113
f_min.final_model.000.15.det_cont.csv,0.235,0.259,0.347,0.321,0.258,0.218,0.256,0.487,0.196,0.212,0.200,0.136,0.438,0.317,0.340,0.231,0.228,0.590,0.311,0.378,0.094,0.358,0.140,0.385,0.245,0.000,0.063,0.210,0.292,0.388
f_min.final_model.000.16.det_cont.csv,0.444,0.400,0.478,0.125,0.143,0.150,0.302,0.277,0.232,0.083,0.396,0.078,0.224,0.750,0.605,0.375,0.286,0.333,0.525,0.561,0.014,0.194,0.314,0.175,0.286,0.000,0.095,0.203,0.600,0.148
f_min.final_model.000.17.det_cont.csv,0.000,0.000,0.077,0.028,0.000,0.000,0.000,0.000,0.000,0.015,0.013,0.109,0.014,0.000,0.029,0.000,0.000,0.000,0.016,0.000,0.042,0.013,0.062,0.027,0.000,0.265,0.044,0.000,0.015,0.014
f_min.final_model.000.18.det_cont.csv,0.623,0.717,0.459,0.094,0.202,0.216,0.400,0.286,0.304,0.089,0.638,0.154,0.260,0.481,0.525,0.500,0.388,0.197,0.577,0.491,0.081,0.159,0.517,0.118,0.424,0.038,0.200,0.307,0.667,0.110
f_min.final_model.000.19.det_cont.csv,0.000,0.012,0.039,0.474,0.227,0.157,0.030,0.091,0.080,0.426,0.000,0.052,0.078,0.000,0.000,0.000,0.037,0.152,0.014,0.013,0.200,0.229,0.000,0.410,0.042,0.043,0.110,0.171,0.000,0.390
f_min.final_model.000.20.det_cont.csv,0.224,0.176,0.250,0.534,0.448,0.387,0.217,0.400,0.387,0.464,0.197,0.211,0.467,0.197,0.229,0.258,0.290,0.446,0.219,0.286,0.328,0.820,0.120,0.569,0.250,0.055,0.303,0.446,0.191,0.554
f_min.final_model.000.21.det_cont.csv,0.295,0.254,0.206,0.284,0.567,0.537,0.296,0.574,0.361,0.234,0.333,0.456,0.848,0.167,0.383,0.481,0.509,0.393,0.172,0.368,0.387,0.419,0.209,0.294,0.375,0.194,0.361,0.444,0.200,0.333
f_min.final_model.000.22.det_cont.csv,0.351,0.323,0.231,0.377,0.643,0.558,0.417,0.636,0.373,0.305,0.365,0.350,0.596,0.193,0.328,0.500,0.527,0.434,0.141,0.382,0.312,0.410,0.295,0.303,0.562,0.091,0.350,0.534,0.246,0.367
f_min.final_model.000.23.det_cont.csv,0.000,0.000,0.000,0.136,0.037,0.043,0.000,0.000,0.108,0.115,0.000,0.180,0.028,0.000,0.000,0.000,0.027,0.000,0.000,0.000,0.190,0.149,0.000,0.132,0.000,0.340,0.143,0.067,0.000,0.090
f_min.final_model.000.24.det_cont.csv,0.014,0.013,0.042,0.083,0.103,0.119,0.016,0.015,0.119,0.076,0.053,0.316,0.100,0.016,0.087,0.043,0.083,0.000,0.000,0.029,0.279,0.111,0.028,0.096,0.015,0.571,0.230,0.092,0.014,0.056
f_min.final_model.000.25.det_cont.csv,0.013,0.025,0.038,0.545,0.257,0.188,0.062,0.123,0.155,0.529,0.012,0.079,0.105,0.000,0.000,0.013,0.076,0.167,0.014,0.013,0.250,0.318,0.000,0.450,0.070,0.028,0.155,0.216,0.000,0.407
f_min.final_model.000.26.det_cont.csv,0.642,0.643,0.385,0.068,0.244,0.282,0.393,0.281,0.338,0.074,0.655,0.213,0.274,0.393,0.444,0.517,0.403,0.147,0.482,0.365,0.133,0.157,0.589,0.091,0.441,0.079,0.247,0.338,0.536,0.070
f_min.final_model.000.27.det_cont.csv,0.111,0.104,0.153,0.812,0.377,0.273,0.127,0.293,0.200,0.633,0.085,0.105,0.265,0.076,0.120,0.110,0.145,0.386,0.134,0.162,0.243,0.483,0.051,0.780,0.147,0.014,0.151,0.296,0.097,0.667
f_min.final_model.000.28.det_cont.csv,0.442,0.455,0.393,0.065,0.233,0.254,0.404,0.228,0.295,0.056,0.500,0.197,0.266,0.610,0.717,0.490,0.464,0.213,0.365,0.574,0.108,0.135,0.351,0.091,0.404,0.111,0.274,0.318,0.574,0.067
f_min.final_model.000.29.det_cont.csv,0.000,0.026,0.013,0.095,0.023,0.013,0.000,0.000,0.000,0.088,0.051,0.068,0.000,0.000,0.000,0.000,0.000,0.000,0.029,0.000,0.038,0.025,0.056,0.092,0.000,0.169,0.000,0.012,0.028,0.053
