 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
f_min.final_model.000.15.det_cont.csv,0.159,0.288,0.458,0.657,0.354,0.667,0.119,0.283,0.102,0.148,0.364,0.016,0.115,0.079,0.161,0.862,0.436,0.000,0.222,0.079,0.431,0.373,0.333,0.000,0.000,0.078,0.164,0.315,0.222,0.000
f_min.final_model.000.16.det_cont.csv,0.234,0.141,0.206,0.488,0.732,0.222,0.141,0.480,0.203,0.447,0.404,0.148,0.138,0.100,0.420,0.333,0.550,0.000,0.482,0.014,0.254,0.333,0.345,0.000,0.030,0.014,0.355,0.132,0.565,0.000
f_min.final_model.000.17.det_cont.csv,0.318,0.080,0.120,0.241,0.519,0.121,0.219,0.640,0.317,0.551,0.451,0.238,0.242,0.157,0.549,0.172,0.373,0.014,0.685,0.000,0.160,0.312,0.344,0.000,0.056,0.000,0.704,0.076,0.509,0.039
f_min.final_model.000.18.det_cont.csv,0.290,0.729,0.564,0.194,0.125,0.333,0.319,0.050,0.095,0.040,0.070,0.067,0.050,0.342,0.052,0.228,0.075,0.057,0.033,0.585,0.435,0.194,0.235,0.210,0.099,0.635,0.022,0.740,0.012,0.141
f_min.final_model.000.19.det_cont.csv,0.552,0.333,0.318,0.042,0.139,0.185,0.736,0.133,0.519,0.254,0.069,0.500,0.466,0.707,0.344,0.109,0.043,0.027,0.119,0.214,0.406,0.403,0.349,0.134,0.197,0.284,0.173,0.294,0.137,0.025
f_min.final_model.000.20.det_cont.csv,0.143,0.104,0.116,0.275,0.286,0.155,0.065,0.562,0.091,0.302,0.558,0.044,0.056,0.011,0.241,0.196,0.370,0.048,0.585,0.000,0.127,0.100,0.154,0.000,0.000,0.000,0.545,0.099,0.327,0.091
f_min.final_model.000.21.det_cont.csv,0.418,0.161,0.210,0.145,0.373,0.182,0.356,0.304,0.628,0.489,0.204,0.353,0.521,0.338,0.556,0.255,0.196,0.016,0.281,0.014,0.258,0.630,0.553,0.016,0.117,0.042,0.317,0.152,0.315,0.000
f_min.final_model.000.22.det_cont.csv,0.314,0.564,0.391,0.055,0.024,0.179,0.306,0.024,0.120,0.052,0.026,0.092,0.061,0.365,0.063,0.090,0.000,0.116,0.011,0.740,0.296,0.113,0.160,0.300,0.125,0.913,0.010,0.525,0.000,0.292
f_min.final_model.000.23.det_cont.csv,0.500,0.500,0.582,0.230,0.262,0.400,0.508,0.197,0.281,0.215,0.222,0.246,0.250,0.435,0.224,0.365,0.197,0.014,0.160,0.214,0.837,0.403,0.417,0.152,0.113,0.284,0.159,0.467,0.137,0.025
f_min.final_model.000.24.det_cont.csv,0.475,0.355,0.359,0.071,0.108,0.203,0.614,0.076,0.344,0.179,0.027,0.350,0.269,0.623,0.224,0.092,0.028,0.014,0.068,0.308,0.429,0.299,0.308,0.134,0.129,0.344,0.105,0.333,0.051,0.025
f_min.final_model.000.25.det_cont.csv,0.127,0.138,0.185,0.444,0.358,0.264,0.065,0.667,0.075,0.255,0.861,0.029,0.056,0.011,0.200,0.326,0.537,0.016,0.647,0.000,0.212,0.167,0.154,0.000,0.000,0.000,0.518,0.130,0.377,0.043
