 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv
f_min.final_model.000.10.det_cont.csv,0.246,0.455,0.125,0.453,0.538,0.527,0.154,0.886,0.481,0.595,0.596,0.105,0.027,0.273,0.304,0.194,0.050,0.558,0.604,0.549,0.475,0.219,0.542,0.000,0.479,0.306,0.280,0.187,0.145
f_min.final_model.000.11.det_cont.csv,0.389,0.646,0.127,0.382,0.837,0.383,0.276,0.577,0.317,0.467,0.390,0.107,0.000,0.137,0.500,0.281,0.012,0.702,0.585,0.500,0.323,0.426,0.431,0.000,0.628,0.224,0.432,0.257,0.273
f_min.final_model.000.12.det_cont.csv,0.041,0.174,0.108,0.368,0.266,0.417,0.134,0.424,0.800,0.214,0.400,0.090,0.300,0.518,0.088,0.136,0.049,0.262,0.303,0.379,0.313,0.053,0.562,0.037,0.220,0.301,0.083,0.268,0.043
f_min.final_model.000.13.det_cont.csv,0.000,0.059,0.106,0.131,0.091,0.288,0.015,0.136,0.309,0.054,0.210,0.134,0.568,0.333,0.000,0.048,0.169,0.123,0.116,0.109,0.145,0.000,0.179,0.233,0.068,0.265,0.018,0.246,0.000
f_min.final_model.000.14.det_cont.csv,0.556,0.510,0.103,0.224,0.682,0.182,0.302,0.375,0.138,0.419,0.185,0.130,0.000,0.013,0.763,0.259,0.000,0.562,0.411,0.281,0.191,0.469,0.214,0.000,0.548,0.100,0.487,0.203,0.383
f_min.final_model.000.15.det_cont.csv,0.465,0.218,0.333,0.362,0.264,0.164,0.632,0.186,0.155,0.174,0.167,0.291,0.000,0.092,0.463,0.605,0.076,0.283,0.108,0.347,0.072,0.275,0.245,0.000,0.318,0.174,0.378,0.407,0.526
f_min.final_model.000.16.det_cont.csv,0.379,0.667,0.079,0.260,0.557,0.286,0.184,0.463,0.234,0.390,0.256,0.065,0.011,0.125,0.354,0.187,0.000,0.524,0.667,0.306,0.378,0.632,0.290,0.032,0.433,0.185,0.317,0.143,0.194
f_min.final_model.000.17.det_cont.csv,0.234,0.258,0.273,0.667,0.407,0.359,0.418,0.483,0.482,0.228,0.483,0.243,0.053,0.338,0.310,0.426,0.087,0.400,0.333,0.640,0.286,0.157,0.674,0.000,0.423,0.366,0.264,0.438,0.298
f_min.final_model.000.18.det_cont.csv,0.179,0.092,0.787,0.270,0.107,0.225,0.368,0.117,0.107,0.094,0.265,0.812,0.143,0.243,0.169,0.426,0.526,0.105,0.048,0.242,0.034,0.110,0.149,0.232,0.156,0.516,0.155,0.415,0.298
f_min.final_model.000.19.det_cont.csv,0.345,0.182,0.491,0.364,0.238,0.302,0.587,0.209,0.147,0.182,0.350,0.491,0.056,0.242,0.340,0.756,0.242,0.215,0.122,0.351,0.076,0.206,0.220,0.039,0.302,0.353,0.292,0.611,0.500
f_min.final_model.000.20.det_cont.csv,0.054,0.000,0.482,0.097,0.012,0.132,0.167,0.037,0.038,0.015,0.133,0.483,0.197,0.211,0.027,0.188,0.870,0.000,0.012,0.095,0.011,0.000,0.027,0.474,0.000,0.352,0.015,0.197,0.141
f_min.final_model.000.21.det_cont.csv,0.057,0.000,0.436,0.071,0.000,0.108,0.123,0.013,0.013,0.016,0.110,0.491,0.230,0.171,0.029,0.143,0.783,0.000,0.000,0.055,0.000,0.000,0.014,0.481,0.000,0.314,0.016,0.176,0.131
f_min.final_model.000.22.det_cont.csv,0.081,0.183,0.400,0.424,0.260,0.507,0.227,0.389,0.448,0.217,0.587,0.365,0.133,0.530,0.125,0.282,0.312,0.273,0.291,0.433,0.300,0.056,0.444,0.112,0.222,0.734,0.080,0.342,0.128
f_min.final_model.000.23.det_cont.csv,0.000,0.027,0.099,0.000,0.000,0.000,0.014,0.000,0.041,0.000,0.000,0.110,0.194,0.038,0.000,0.029,0.306,0.000,0.038,0.000,0.063,0.087,0.000,0.549,0.000,0.071,0.000,0.012,0.015
f_min.final_model.000.24.det_cont.csv,0.014,0.099,0.068,0.210,0.130,0.344,0.014,0.209,0.393,0.102,0.266,0.093,0.531,0.414,0.044,0.029,0.123,0.162,0.169,0.167,0.232,0.000,0.286,0.176,0.113,0.243,0.051,0.225,0.000
f_min.final_model.000.25.det_cont.csv,0.014,0.013,0.097,0.071,0.026,0.171,0.000,0.080,0.200,0.016,0.141,0.108,0.667,0.262,0.014,0.029,0.139,0.039,0.051,0.027,0.164,0.000,0.108,0.250,0.015,0.136,0.016,0.160,0.000
f_min.final_model.000.26.det_cont.csv,0.367,0.511,0.143,0.308,0.479,0.316,0.158,0.609,0.246,0.657,0.321,0.136,0.000,0.103,0.422,0.204,0.042,0.469,0.490,0.373,0.279,0.327,0.300,0.000,0.476,0.181,0.410,0.143,0.192
f_min.final_model.000.27.det_cont.csv,0.238,0.323,0.339,0.717,0.414,0.387,0.426,0.518,0.464,0.327,0.545,0.265,0.013,0.323,0.316,0.434,0.117,0.482,0.359,0.800,0.328,0.143,0.583,0.000,0.460,0.433,0.245,0.379,0.259
f_min.final_model.000.28.det_cont.csv,0.423,0.200,0.362,0.316,0.219,0.123,0.698,0.141,0.114,0.121,0.157,0.367,0.000,0.123,0.365,0.469,0.171,0.234,0.092,0.262,0.037,0.246,0.161,0.039,0.232,0.179,0.265,0.381,0.568
f_min.final_model.000.29.det_cont.csv,0.000,0.000,0.114,0.028,0.000,0.141,0.000,0.013,0.203,0.000,0.053,0.157,0.762,0.209,0.000,0.014,0.286,0.013,0.012,0.000,0.050,0.000,0.044,0.411,0.000,0.152,0.000,0.178,0.000
