 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
f_min.final_model.000.10.det_cont.csv,0.188,0.129,0.043,0.000,0.046,0.000,0.258,0.029,0.172,0.066,0.000,0.489,0.340,0.269,0.115,0.000,0.000,0.220,0.026,0.127,0.152,0.141,0.076,0.550,0.585,0.143,0.080,0.121,0.095,0.153
f_min.final_model.000.11.det_cont.csv,0.194,0.153,0.224,0.639,0.610,0.326,0.086,0.533,0.138,0.312,0.564,0.066,0.095,0.025,0.294,0.447,0.781,0.000,0.444,0.000,0.276,0.268,0.255,0.000,0.000,0.000,0.362,0.143,0.489,0.000
f_min.final_model.000.12.det_cont.csv,0.404,0.121,0.167,0.250,0.500,0.155,0.344,0.500,0.440,0.816,0.314,0.315,0.339,0.236,0.756,0.220,0.312,0.000,0.424,0.014,0.231,0.400,0.471,0.000,0.030,0.041,0.417,0.114,0.431,0.000
f_min.final_model.000.13.det_cont.csv,0.239,0.481,0.333,0.046,0.027,0.129,0.232,0.000,0.056,0.014,0.000,0.042,0.026,0.296,0.027,0.049,0.000,0.097,0.000,0.857,0.203,0.067,0.099,0.255,0.108,0.717,0.000,0.473,0.000,0.293
f_min.final_model.000.14.det_cont.csv,0.292,0.114,0.174,0.327,0.490,0.224,0.178,0.927,0.246,0.490,0.651,0.154,0.179,0.094,0.407,0.300,0.489,0.015,0.725,0.000,0.200,0.266,0.295,0.000,0.014,0.013,0.618,0.108,0.481,0.013
f_min.final_model.000.15.det_cont.csv,0.474,0.114,0.157,0.190,0.462,0.145,0.410,0.411,0.617,0.825,0.246,0.364,0.463,0.310,1.000,0.204,0.241,0.015,0.397,0.026,0.200,0.500,0.519,0.000,0.090,0.053,0.435,0.108,0.453,0.000
f_min.final_model.000.16.det_cont.csv,0.353,0.284,0.435,0.351,0.424,0.463,0.446,0.279,0.424,0.328,0.234,0.258,0.403,0.384,0.424,0.431,0.250,0.000,0.280,0.115,0.484,0.745,0.554,0.013,0.066,0.128,0.276,0.304,0.269,0.012
f_min.final_model.000.17.det_cont.csv,0.177,0.288,0.458,0.611,0.354,0.622,0.119,0.283,0.121,0.148,0.364,0.016,0.115,0.093,0.161,0.862,0.400,0.000,0.222,0.079,0.431,0.373,0.360,0.000,0.000,0.078,0.164,0.315,0.222,0.000
f_min.final_model.000.18.det_cont.csv,0.024,0.096,0.051,0.000,0.000,0.014,0.011,0.013,0.000,0.000,0.028,0.041,0.066,0.056,0.000,0.000,0.000,0.392,0.059,0.266,0.012,0.000,0.000,0.286,0.172,0.262,0.071,0.120,0.000,0.857
f_min.final_model.000.19.det_cont.csv,0.156,0.236,0.365,0.735,0.467,0.488,0.086,0.327,0.048,0.167,0.419,0.000,0.062,0.064,0.158,0.618,0.462,0.000,0.279,0.078,0.396,0.315,0.278,0.000,0.000,0.077,0.197,0.263,0.264,0.000
f_min.final_model.000.20.det_cont.csv,0.290,0.537,0.433,0.057,0.025,0.206,0.300,0.024,0.110,0.054,0.027,0.081,0.063,0.380,0.066,0.111,0.000,0.088,0.011,0.826,0.290,0.117,0.167,0.230,0.099,0.809,0.011,0.582,0.000,0.266
f_min.final_model.000.21.det_cont.csv,0.024,0.026,0.000,0.014,0.041,0.000,0.036,0.053,0.100,0.072,0.014,0.118,0.159,0.044,0.085,0.000,0.015,0.667,0.072,0.053,0.000,0.051,0.026,0.203,0.423,0.052,0.098,0.025,0.099,0.328
f_min.final_model.000.22.det_cont.csv,0.371,0.129,0.206,0.346,0.571,0.200,0.299,0.481,0.400,0.574,0.412,0.288,0.333,0.221,0.604,0.294,0.417,0.000,0.483,0.000,0.288,0.519,0.481,0.000,0.042,0.013,0.475,0.122,0.472,0.000
f_min.final_model.000.23.det_cont.csv,0.324,0.070,0.131,0.258,0.452,0.149,0.205,0.691,0.304,0.475,0.466,0.203,0.224,0.151,0.452,0.197,0.373,0.051,0.700,0.000,0.181,0.284,0.329,0.000,0.036,0.000,0.907,0.067,0.468,0.071
f_min.final_model.000.24.det_cont.csv,0.346,0.143,0.175,0.279,0.550,0.163,0.220,0.512,0.319,0.639,0.357,0.173,0.226,0.129,0.590,0.275,0.359,0.000,0.423,0.016,0.186,0.264,0.383,0.000,0.017,0.031,0.364,0.133,0.432,0.000
f_min.final_model.000.25.det_cont.csv,0.145,0.383,0.511,0.514,0.340,0.526,0.141,0.179,0.050,0.091,0.234,0.000,0.065,0.111,0.086,0.444,0.256,0.000,0.154,0.158,0.392,0.360,0.320,0.000,0.000,0.175,0.086,0.380,0.123,0.033
f_min.final_model.000.26.det_cont.csv,0.235,0.068,0.110,0.353,0.520,0.183,0.162,0.519,0.246,0.431,0.420,0.210,0.179,0.134,0.434,0.226,0.558,0.015,0.517,0.000,0.151,0.286,0.274,0.000,0.074,0.000,0.459,0.065,0.925,0.000
f_min.final_model.000.27.det_cont.csv,0.673,0.421,0.400,0.161,0.317,0.254,0.561,0.281,0.386,0.407,0.156,0.279,0.262,0.412,0.411,0.236,0.148,0.014,0.230,0.302,0.403,0.355,0.519,0.074,0.086,0.297,0.278,0.441,0.194,0.026
