 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv
f_min.final_model.000.10.det_cont.csv,0.000,0.045,0.092,0.117,0.061,0.254,0.000,0.106,0.296,0.018,0.177,0.121,0.595,0.321,0.000,0.032,0.156,0.092,0.087,0.078,0.132,0.000,0.164,0.220,0.052,0.217,0.019,0.197,0.000
f_min.final_model.000.11.det_cont.csv,0.561,0.447,0.150,0.250,0.545,0.180,0.340,0.340,0.153,0.375,0.203,0.161,0.000,0.014,0.794,0.348,0.000,0.500,0.304,0.314,0.190,0.435,0.240,0.000,0.639,0.123,0.576,0.242,0.475
f_min.final_model.000.12.det_cont.csv,0.296,0.510,0.136,0.420,0.542,0.500,0.169,0.750,0.370,0.694,0.540,0.114,0.000,0.219,0.340,0.214,0.040,0.531,0.549,0.521,0.397,0.263,0.478,0.000,0.512,0.257,0.349,0.221,0.182
f_min.final_model.000.13.det_cont.csv,0.043,0.000,0.472,0.072,0.000,0.125,0.143,0.026,0.027,0.016,0.127,0.500,0.175,0.209,0.014,0.164,0.761,0.000,0.000,0.070,0.000,0.000,0.014,0.463,0.000,0.319,0.017,0.162,0.115
f_min.final_model.000.14.det_cont.csv,0.423,0.773,0.113,0.271,0.625,0.281,0.237,0.500,0.219,0.512,0.286,0.108,0.000,0.093,0.449,0.241,0.012,0.549,0.509,0.351,0.288,0.583,0.286,0.000,0.568,0.179,0.409,0.176,0.232
f_min.final_model.000.15.det_cont.csv,0.213,0.418,0.129,0.471,0.529,0.547,0.159,0.841,0.500,0.548,0.620,0.108,0.027,0.281,0.291,0.180,0.051,0.580,0.596,0.571,0.491,0.188,0.565,0.000,0.468,0.314,0.265,0.192,0.131
f_min.final_model.000.16.det_cont.csv,0.262,0.265,0.318,0.596,0.387,0.364,0.500,0.435,0.410,0.217,0.483,0.304,0.037,0.364,0.339,0.455,0.125,0.381,0.300,0.574,0.240,0.167,0.569,0.011,0.375,0.389,0.250,0.484,0.375
f_min.final_model.000.17.det_cont.csv,0.465,0.218,0.333,0.362,0.264,0.164,0.632,0.186,0.155,0.174,0.167,0.291,0.000,0.092,0.463,0.605,0.076,0.283,0.108,0.347,0.072,0.275,0.245,0.000,0.318,0.174,0.378,0.407,0.526
f_min.final_model.000.18.det_cont.csv,0.000,0.039,0.095,0.000,0.000,0.000,0.014,0.000,0.039,0.000,0.000,0.105,0.203,0.024,0.000,0.014,0.292,0.000,0.037,0.000,0.087,0.099,0.000,0.547,0.000,0.068,0.000,0.011,0.014
f_min.final_model.000.19.det_cont.csv,0.561,0.259,0.255,0.300,0.308,0.143,0.465,0.203,0.079,0.222,0.145,0.241,0.000,0.059,0.525,0.512,0.075,0.302,0.141,0.288,0.056,0.320,0.170,0.000,0.341,0.123,0.529,0.375,0.686
f_min.final_model.000.20.det_cont.csv,0.053,0.012,0.556,0.127,0.025,0.176,0.200,0.062,0.064,0.045,0.178,0.554,0.159,0.261,0.027,0.242,0.812,0.012,0.023,0.123,0.023,0.013,0.055,0.417,0.014,0.426,0.015,0.243,0.138
f_min.final_model.000.21.det_cont.csv,0.056,0.039,0.026,0.056,0.026,0.037,0.000,0.093,0.082,0.048,0.051,0.025,0.310,0.078,0.029,0.000,0.064,0.053,0.105,0.013,0.323,0.069,0.058,0.306,0.029,0.022,0.033,0.011,0.000
f_min.final_model.000.22.det_cont.csv,0.339,0.463,0.143,0.434,0.717,0.456,0.233,0.608,0.362,0.404,0.464,0.122,0.000,0.186,0.440,0.281,0.012,0.667,0.556,0.560,0.344,0.328,0.521,0.000,0.628,0.257,0.465,0.294,0.296
f_min.final_model.000.23.det_cont.csv,0.375,0.673,0.081,0.290,0.586,0.297,0.192,0.508,0.278,0.436,0.284,0.067,0.011,0.143,0.371,0.194,0.000,0.576,0.702,0.358,0.414,0.607,0.323,0.033,0.456,0.218,0.310,0.161,0.186
f_min.final_model.000.24.det_cont.csv,0.304,0.524,0.140,0.356,0.488,0.360,0.180,0.558,0.280,0.645,0.367,0.133,0.000,0.115,0.425,0.208,0.030,0.512,0.438,0.432,0.315,0.265,0.349,0.000,0.571,0.200,0.412,0.177,0.196
f_min.final_model.000.25.det_cont.csv,0.386,0.121,0.404,0.319,0.161,0.078,0.622,0.115,0.083,0.106,0.153,0.408,0.000,0.131,0.349,0.475,0.169,0.158,0.061,0.280,0.029,0.167,0.180,0.031,0.244,0.197,0.324,0.396,0.600
f_min.final_model.000.26.det_cont.csv,0.423,0.560,0.068,0.316,0.625,0.281,0.197,0.473,0.200,0.413,0.286,0.065,0.027,0.108,0.543,0.180,0.000,0.681,0.482,0.283,0.308,0.357,0.286,0.000,0.468,0.136,0.409,0.130,0.255
f_min.final_model.000.27.det_cont.csv,0.167,0.266,0.390,0.444,0.306,0.491,0.288,0.377,0.306,0.360,0.527,0.393,0.068,0.371,0.213,0.339,0.288,0.323,0.303,0.481,0.275,0.113,0.316,0.078,0.333,0.610,0.161,0.364,0.220
