 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv
f_min.final_model.000.10.det_cont.csv,0.328,0.635,0.117,0.344,0.667,0.369,0.194,0.571,0.308,0.440,0.354,0.085,0.012,0.171,0.368,0.215,0.011,0.623,0.731,0.424,0.415,0.456,0.411,0.000,0.520,0.237,0.380,0.190,0.206
f_min.final_model.000.11.det_cont.csv,0.041,0.176,0.125,0.351,0.250,0.424,0.136,0.407,0.702,0.218,0.456,0.105,0.262,0.527,0.090,0.138,0.077,0.246,0.288,0.386,0.318,0.054,0.510,0.038,0.203,0.306,0.067,0.254,0.029
f_min.final_model.000.12.det_cont.csv,0.238,0.242,0.297,0.612,0.390,0.410,0.426,0.491,0.491,0.255,0.518,0.265,0.068,0.387,0.293,0.434,0.103,0.383,0.318,0.653,0.309,0.159,0.652,0.000,0.431,0.371,0.269,0.468,0.281
f_min.final_model.000.13.det_cont.csv,0.575,0.523,0.079,0.185,0.558,0.183,0.265,0.346,0.098,0.459,0.167,0.092,0.000,0.014,0.667,0.245,0.000,0.478,0.358,0.222,0.213,0.444,0.151,0.000,0.487,0.080,0.500,0.169,0.349
f_min.final_model.000.14.det_cont.csv,0.490,0.455,0.125,0.400,0.569,0.273,0.293,0.456,0.231,0.340,0.317,0.151,0.027,0.091,0.738,0.276,0.000,0.620,0.417,0.362,0.299,0.345,0.345,0.000,0.614,0.160,0.488,0.219,0.392
f_min.final_model.000.15.det_cont.csv,0.281,0.510,0.130,0.451,0.750,0.446,0.200,0.667,0.375,0.455,0.481,0.110,0.000,0.191,0.429,0.246,0.013,0.625,0.608,0.583,0.377,0.316,0.543,0.000,0.619,0.247,0.386,0.246,0.236
f_min.final_model.000.16.det_cont.csv,0.254,0.456,0.183,0.481,0.537,0.611,0.200,0.792,0.482,0.522,0.654,0.160,0.053,0.338,0.310,0.222,0.074,0.556,0.544,0.577,0.406,0.227,0.571,0.000,0.451,0.347,0.314,0.278,0.156
f_min.final_model.000.17.det_cont.csv,0.420,0.190,0.434,0.358,0.250,0.145,0.892,0.164,0.154,0.127,0.219,0.386,0.000,0.162,0.388,0.605,0.162,0.226,0.111,0.370,0.079,0.237,0.232,0.000,0.245,0.254,0.255,0.448,0.535
f_min.final_model.000.18.det_cont.csv,0.545,0.565,0.141,0.150,0.440,0.134,0.288,0.271,0.075,0.311,0.136,0.134,0.000,0.013,0.444,0.294,0.013,0.352,0.351,0.183,0.113,0.750,0.158,0.000,0.340,0.075,0.514,0.191,0.370
f_min.final_model.000.19.det_cont.csv,0.511,0.471,0.169,0.412,0.500,0.295,0.273,0.444,0.190,0.442,0.300,0.162,0.000,0.068,0.659,0.327,0.013,0.583,0.404,0.396,0.242,0.327,0.302,0.000,0.650,0.141,0.639,0.273,0.404
f_min.final_model.000.20.det_cont.csv,0.026,0.092,0.273,0.311,0.137,0.450,0.200,0.265,0.509,0.129,0.433,0.243,0.270,0.933,0.027,0.222,0.243,0.151,0.173,0.302,0.250,0.013,0.375,0.076,0.104,0.470,0.031,0.353,0.088
f_min.final_model.000.21.det_cont.csv,0.209,0.164,0.536,0.344,0.232,0.435,0.455,0.239,0.288,0.200,0.419,0.508,0.155,0.413,0.238,0.519,0.309,0.229,0.154,0.400,0.136,0.153,0.317,0.087,0.267,0.523,0.211,0.679,0.310
f_min.final_model.000.22.det_cont.csv,0.298,0.500,0.068,0.250,0.444,0.323,0.090,0.528,0.238,0.548,0.286,0.051,0.000,0.139,0.268,0.125,0.000,0.436,0.627,0.328,0.491,0.382,0.286,0.026,0.438,0.195,0.292,0.115,0.131
f_min.final_model.000.23.det_cont.csv,0.246,0.118,0.755,0.281,0.133,0.290,0.429,0.143,0.104,0.125,0.275,0.745,0.123,0.254,0.219,0.491,0.435,0.147,0.071,0.273,0.045,0.137,0.162,0.176,0.206,0.500,0.211,0.516,0.357
f_min.final_model.000.24.det_cont.csv,0.250,0.480,0.190,0.420,0.542,0.472,0.232,0.674,0.423,0.649,0.481,0.147,0.000,0.238,0.367,0.259,0.068,0.596,0.549,0.622,0.421,0.220,0.478,0.000,0.548,0.333,0.318,0.221,0.161
f_min.final_model.000.25.det_cont.csv,0.000,0.044,0.014,0.133,0.060,0.172,0.000,0.138,0.392,0.018,0.156,0.014,0.511,0.364,0.000,0.000,0.042,0.091,0.101,0.094,0.182,0.000,0.226,0.141,0.051,0.104,0.019,0.111,0.000
f_min.final_model.000.26.det_cont.csv,0.041,0.212,0.191,0.375,0.290,0.647,0.103,0.407,0.429,0.218,0.596,0.167,0.185,0.474,0.123,0.138,0.151,0.306,0.328,0.411,0.338,0.054,0.423,0.065,0.246,0.424,0.085,0.309,0.014
f_min.final_model.000.27.det_cont.csv,0.183,0.333,0.309,0.491,0.443,0.643,0.239,0.542,0.375,0.389,0.685,0.296,0.062,0.415,0.266,0.323,0.211,0.435,0.431,0.554,0.338,0.162,0.414,0.047,0.386,0.545,0.220,0.366,0.197
f_min.final_model.000.28.det_cont.csv,0.479,0.744,0.101,0.220,0.596,0.234,0.228,0.418,0.154,0.442,0.219,0.097,0.000,0.039,0.545,0.232,0.000,0.583,0.509,0.276,0.242,0.587,0.211,0.000,0.500,0.113,0.513,0.183,0.294
f_min.final_model.000.29.det_cont.csv,0.242,0.095,0.708,0.300,0.141,0.214,0.551,0.135,0.125,0.097,0.254,0.635,0.068,0.288,0.213,0.562,0.393,0.123,0.062,0.311,0.060,0.113,0.190,0.153,0.200,0.462,0.182,0.500,0.385
