 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
f_min.final_model.000.10.det_cont.csv,0.476,0.193,0.000,0.375,0.634,0.079,0.309,0.404,0.236,0.102,0.000,0.419,0.000,0.000,0.000,0.460,0.487,0.667,0.115,0.162,0.382,0.143,0.000,0.013,0.262,0.000,0.302,0.000,0.450,0.012
f_min.final_model.000.11.det_cont.csv,0.316,0.110,0.090,0.215,0.569,0.025,0.181,0.519,0.350,0.258,0.013,0.451,0.000,0.000,0.000,0.654,0.291,0.460,0.220,0.278,0.459,0.208,0.039,0.057,0.364,0.120,0.150,0.013,0.291,0.033
f_min.final_model.000.12.det_cont.csv,0.629,0.189,0.019,0.386,0.590,0.086,0.340,0.298,0.125,0.034,0.018,0.436,0.000,0.016,0.015,0.333,0.472,0.667,0.038,0.121,0.268,0.056,0.000,0.042,0.143,0.031,0.378,0.000,0.559,0.013
f_min.final_model.000.13.det_cont.csv,0.400,0.095,0.034,0.218,0.581,0.030,0.159,0.426,0.211,0.100,0.016,0.550,0.014,0.000,0.000,0.644,0.311,0.605,0.100,0.143,0.400,0.110,0.015,0.066,0.279,0.059,0.163,0.000,0.341,0.064
f_min.final_model.000.14.det_cont.csv,0.161,0.114,0.129,0.118,0.453,0.068,0.139,0.652,0.560,0.339,0.028,0.224,0.000,0.013,0.038,0.537,0.133,0.273,0.329,0.435,0.623,0.324,0.085,0.125,0.475,0.174,0.065,0.026,0.153,0.022
f_min.final_model.000.15.det_cont.csv,0.043,0.238,0.373,0.169,0.100,0.238,0.242,0.188,0.472,0.415,0.058,0.000,0.038,0.130,0.188,0.107,0.133,0.014,0.565,0.534,0.344,0.636,0.262,0.111,0.192,0.246,0.100,0.219,0.062,0.122
f_min.final_model.000.16.det_cont.csv,0.579,0.138,0.000,0.306,0.444,0.065,0.228,0.255,0.048,0.000,0.000,0.735,0.000,0.000,0.000,0.479,0.436,0.568,0.000,0.055,0.194,0.013,0.000,0.068,0.103,0.000,0.286,0.000,0.514,0.053
f_min.final_model.000.17.det_cont.csv,0.026,0.387,0.238,0.183,0.149,0.433,0.324,0.273,0.483,0.297,0.000,0.026,0.047,0.229,0.286,0.182,0.118,0.068,0.750,0.644,0.446,0.633,0.164,0.054,0.234,0.156,0.104,0.132,0.041,0.235
f_min.final_model.000.18.det_cont.csv,0.367,0.460,0.048,0.578,0.333,0.352,0.638,0.224,0.217,0.077,0.000,0.222,0.013,0.141,0.203,0.200,0.575,0.327,0.260,0.333,0.328,0.308,0.043,0.000,0.123,0.000,0.488,0.028,0.400,0.115
f_min.final_model.000.19.det_cont.csv,0.050,0.062,0.356,0.063,0.214,0.015,0.074,0.288,0.438,0.737,0.123,0.069,0.058,0.000,0.000,0.213,0.073,0.109,0.313,0.356,0.305,0.397,0.283,0.246,0.279,0.440,0.056,0.232,0.054,0.000
f_min.final_model.000.20.det_cont.csv,0.686,0.275,0.000,0.537,0.455,0.182,0.468,0.235,0.083,0.016,0.000,0.381,0.000,0.083,0.095,0.250,0.571,0.583,0.063,0.118,0.217,0.085,0.000,0.000,0.088,0.000,0.559,0.000,0.618,0.053
