 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv
f_min.final_model.000.10.det_cont.csv,0.014,0.132,0.114,0.321,0.203,0.421,0.125,0.356,0.674,0.185,0.429,0.095,0.276,0.588,0.045,0.127,0.080,0.200,0.242,0.333,0.292,0.027,0.479,0.039,0.153,0.300,0.052,0.265,0.015
f_min.final_model.000.11.det_cont.csv,0.104,0.258,0.274,0.389,0.345,0.673,0.197,0.446,0.444,0.354,0.723,0.262,0.103,0.464,0.164,0.263,0.206,0.317,0.339,0.510,0.288,0.101,0.412,0.053,0.302,0.533,0.148,0.359,0.095
f_min.final_model.000.12.det_cont.csv,0.000,0.000,0.129,0.027,0.000,0.155,0.000,0.025,0.219,0.000,0.080,0.171,0.974,0.262,0.000,0.029,0.242,0.013,0.012,0.000,0.076,0.000,0.075,0.333,0.000,0.165,0.000,0.192,0.000
f_min.final_model.000.13.det_cont.csv,0.295,0.596,0.120,0.356,0.694,0.359,0.182,0.564,0.317,0.458,0.344,0.087,0.013,0.176,0.357,0.203,0.012,0.556,0.796,0.439,0.406,0.446,0.426,0.000,0.510,0.244,0.340,0.165,0.175
f_min.final_model.000.14.det_cont.csv,0.360,0.500,0.177,0.408,0.532,0.357,0.218,0.630,0.333,0.735,0.389,0.169,0.000,0.152,0.477,0.269,0.056,0.553,0.510,0.511,0.317,0.273,0.375,0.000,0.575,0.265,0.436,0.209,0.235
f_min.final_model.000.15.det_cont.csv,0.259,0.385,0.281,0.568,0.440,0.407,0.340,0.531,0.440,0.405,0.471,0.206,0.015,0.226,0.354,0.347,0.070,0.490,0.375,0.732,0.339,0.167,0.535,0.000,0.575,0.344,0.333,0.266,0.212
f_min.final_model.000.16.det_cont.csv,0.286,0.520,0.132,0.460,0.727,0.455,0.203,0.646,0.357,0.465,0.491,0.111,0.000,0.194,0.438,0.250,0.013,0.604,0.588,0.562,0.361,0.321,0.522,0.000,0.595,0.233,0.395,0.250,0.241
f_min.final_model.000.17.det_cont.csv,0.242,0.066,0.745,0.279,0.095,0.164,0.434,0.091,0.080,0.062,0.200,0.735,0.114,0.214,0.213,0.471,0.466,0.093,0.024,0.231,0.011,0.097,0.119,0.221,0.161,0.418,0.182,0.429,0.385
f_min.final_model.000.18.det_cont.csv,0.183,0.100,0.780,0.269,0.128,0.260,0.407,0.138,0.114,0.103,0.282,0.736,0.149,0.260,0.174,0.464,0.484,0.113,0.069,0.279,0.056,0.117,0.171,0.200,0.162,0.594,0.161,0.470,0.295
f_min.final_model.000.19.det_cont.csv,0.026,0.078,0.273,0.290,0.122,0.450,0.200,0.246,0.482,0.111,0.433,0.243,0.270,0.933,0.013,0.222,0.243,0.135,0.158,0.281,0.233,0.013,0.351,0.062,0.088,0.470,0.031,0.353,0.088
f_min.final_model.000.20.det_cont.csv,0.600,0.478,0.131,0.226,0.545,0.180,0.370,0.315,0.133,0.375,0.203,0.161,0.000,0.014,0.794,0.319,0.000,0.500,0.304,0.264,0.172,0.467,0.216,0.000,0.553,0.108,0.529,0.242,0.475
f_min.final_model.000.21.det_cont.csv,0.000,0.000,0.171,0.000,0.000,0.062,0.000,0.000,0.013,0.000,0.024,0.214,0.300,0.049,0.000,0.014,0.371,0.000,0.036,0.000,0.128,0.068,0.000,0.766,0.000,0.118,0.000,0.059,0.000
f_min.final_model.000.22.det_cont.csv,0.055,0.141,0.224,0.238,0.209,0.545,0.134,0.312,0.500,0.214,0.474,0.214,0.345,0.466,0.072,0.172,0.181,0.206,0.229,0.311,0.222,0.068,0.364,0.137,0.161,0.439,0.048,0.429,0.043
f_min.final_model.000.23.det_cont.csv,0.277,0.475,0.060,0.167,0.338,0.213,0.093,0.385,0.130,0.423,0.216,0.058,0.012,0.058,0.270,0.110,0.000,0.333,0.533,0.194,0.446,0.466,0.157,0.085,0.300,0.110,0.246,0.091,0.114
f_min.final_model.000.24.det_cont.csv,0.444,0.533,0.167,0.245,0.533,0.237,0.333,0.358,0.169,0.436,0.241,0.159,0.000,0.058,0.550,0.340,0.028,0.458,0.321,0.308,0.169,0.523,0.260,0.000,0.463,0.137,0.472,0.238,0.364
f_min.final_model.000.25.det_cont.csv,0.277,0.160,0.419,0.355,0.225,0.422,0.439,0.200,0.261,0.175,0.343,0.444,0.200,0.338,0.290,0.500,0.230,0.239,0.150,0.344,0.106,0.164,0.266,0.072,0.258,0.403,0.246,0.920,0.368
f_min.final_model.000.26.det_cont.csv,0.468,0.587,0.104,0.111,0.404,0.116,0.236,0.246,0.043,0.277,0.101,0.100,0.000,0.000,0.404,0.241,0.000,0.321,0.368,0.143,0.111,0.868,0.117,0.027,0.306,0.048,0.425,0.155,0.306
f_min.final_model.000.27.det_cont.csv,0.542,0.529,0.113,0.339,0.560,0.262,0.304,0.446,0.182,0.383,0.306,0.139,0.014,0.065,0.732,0.263,0.000,0.646,0.431,0.305,0.269,0.382,0.286,0.000,0.568,0.136,0.476,0.208,0.380
f_min.final_model.000.28.det_cont.csv,0.027,0.176,0.174,0.305,0.250,0.585,0.071,0.339,0.404,0.175,0.482,0.183,0.283,0.500,0.090,0.104,0.167,0.246,0.288,0.295,0.338,0.040,0.396,0.093,0.203,0.403,0.067,0.348,0.000
f_min.final_model.000.29.det_cont.csv,0.051,0.024,0.500,0.092,0.024,0.169,0.174,0.047,0.049,0.028,0.171,0.552,0.221,0.233,0.026,0.194,0.915,0.012,0.022,0.104,0.022,0.024,0.039,0.467,0.013,0.370,0.014,0.218,0.116
