 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
f_min.final_model.000.14.det_cont.csv,0.327,0.600,0.435,0.286,0.162,0.321,0.094,0.388,0.183,0.206,0.045,0.164,0.000,0.357,0.477,0.354,0.438,0.213,0.174,0.013,0.794,0.000,0.072,0.270,0.550,0.290,0.404,0.732,0.090,0.026
f_min.final_model.000.15.det_cont.csv,0.194,0.281,0.288,0.302,0.404,0.365,0.365,0.605,0.371,0.305,0.127,0.263,0.029,0.203,0.269,0.347,0.250,0.471,0.464,0.222,0.319,0.014,0.172,0.110,0.340,0.500,0.241,0.263,0.104,0.194
f_min.final_model.000.16.det_cont.csv,0.037,0.025,0.027,0.165,0.607,0.095,0.558,0.179,0.250,0.160,0.080,0.206,0.242,0.012,0.056,0.070,0.013,0.466,0.484,0.243,0.000,0.371,0.181,0.000,0.028,0.230,0.000,0.000,0.167,0.915
f_min.final_model.000.17.det_cont.csv,0.558,0.429,0.574,0.483,0.101,0.418,0.099,0.226,0.296,0.424,0.200,0.317,0.013,0.556,0.553,0.490,0.604,0.093,0.113,0.135,0.500,0.000,0.206,0.333,0.458,0.239,0.321,0.646,0.246,0.012
f_min.final_model.000.18.det_cont.csv,0.635,0.333,0.500,0.431,0.058,0.323,0.093,0.111,0.280,0.375,0.242,0.339,0.012,0.796,0.510,0.375,0.588,0.024,0.069,0.158,0.304,0.036,0.229,0.533,0.321,0.150,0.368,0.431,0.288,0.022
f_min.final_model.000.19.det_cont.csv,0.519,0.238,0.469,0.526,0.269,0.652,0.246,0.370,0.552,0.547,0.333,0.510,0.000,0.439,0.511,0.732,0.562,0.231,0.279,0.281,0.264,0.000,0.311,0.194,0.308,0.344,0.143,0.305,0.295,0.104
f_min.final_model.000.20.det_cont.csv,0.426,0.229,0.311,0.377,0.045,0.292,0.091,0.079,0.256,0.343,0.292,0.288,0.076,0.406,0.317,0.339,0.361,0.011,0.056,0.233,0.172,0.128,0.222,0.446,0.169,0.106,0.111,0.269,0.338,0.022
f_min.final_model.000.21.det_cont.csv,0.300,0.481,0.420,0.178,0.105,0.119,0.056,0.237,0.072,0.095,0.027,0.101,0.000,0.446,0.273,0.167,0.321,0.097,0.117,0.013,0.467,0.068,0.068,0.466,0.523,0.164,0.868,0.382,0.040,0.024
f_min.final_model.000.22.det_cont.csv,0.480,0.123,0.426,0.491,0.159,0.543,0.183,0.232,0.466,0.540,0.479,0.412,0.075,0.426,0.375,0.535,0.522,0.119,0.171,0.351,0.216,0.000,0.364,0.157,0.260,0.266,0.117,0.286,0.396,0.039
f_min.final_model.000.23.det_cont.csv,0.000,0.013,0.000,0.034,0.313,0.000,0.254,0.013,0.057,0.024,0.039,0.053,0.333,0.000,0.000,0.000,0.000,0.221,0.200,0.062,0.000,0.766,0.137,0.085,0.000,0.072,0.027,0.000,0.093,0.467
f_min.final_model.000.24.det_cont.csv,0.511,0.400,0.641,0.436,0.149,0.447,0.115,0.245,0.262,0.345,0.153,0.302,0.000,0.510,0.575,0.575,0.595,0.161,0.162,0.088,0.553,0.000,0.161,0.300,0.463,0.258,0.306,0.568,0.203,0.013
f_min.final_model.000.25.det_cont.csv,0.270,0.069,0.243,0.522,0.449,0.338,0.542,0.254,0.591,0.540,0.300,0.533,0.165,0.244,0.265,0.344,0.233,0.418,0.594,0.470,0.108,0.118,0.439,0.110,0.137,0.403,0.048,0.136,0.403,0.370
f_min.final_model.000.26.det_cont.csv,0.333,0.500,0.500,0.286,0.148,0.245,0.070,0.255,0.154,0.175,0.052,0.148,0.000,0.340,0.436,0.333,0.395,0.182,0.161,0.031,0.529,0.000,0.048,0.246,0.472,0.246,0.425,0.476,0.067,0.014
f_min.final_model.000.27.det_cont.csv,0.187,0.222,0.262,0.366,0.377,0.344,0.344,0.424,0.429,0.296,0.265,0.359,0.192,0.165,0.209,0.266,0.250,0.429,0.470,0.353,0.242,0.059,0.429,0.091,0.238,0.920,0.155,0.208,0.348,0.218
f_min.final_model.000.28.det_cont.csv,0.164,0.429,0.280,0.179,0.262,0.259,0.172,0.571,0.206,0.194,0.015,0.095,0.000,0.175,0.235,0.212,0.241,0.385,0.295,0.088,0.475,0.000,0.043,0.114,0.364,0.368,0.306,0.380,0.000,0.116
