 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv
finalmodel.000.11.det_cont.csv,0.389,0.478,0.512,0.171,0.286,0.200,0.161,0.048,0.383,0.028,0.590,0.500,0.583,0.615,0.309,0.014,0.538,0.067,0.264,0.105,0.475
finalmodel.000.12.det_cont.csv,0.216,0.159,0.305,0.808,0.442,0.474,0.481,0.453,0.400,0.604,0.213,0.318,0.131,0.190,0.424,0.474,0.059,0.643,0.362,0.230,0.145
finalmodel.000.13.det_cont.csv,0.000,0.000,0.049,0.110,0.069,0.268,0.085,0.032,0.123,0.125,0.000,0.088,0.018,0.051,0.127,0.315,0.000,0.179,0.015,0.409,0.000
finalmodel.000.14.det_cont.csv,0.273,0.194,0.392,0.419,0.408,0.345,0.690,0.268,0.479,0.339,0.333,0.397,0.260,0.232,0.393,0.345,0.179,0.387,0.460,0.327,0.300
finalmodel.000.15.det_cont.csv,0.459,0.440,0.568,0.265,0.457,0.333,0.327,0.113,0.533,0.100,0.571,0.549,0.564,0.558,0.462,0.118,0.391,0.167,0.340,0.264,0.432
finalmodel.000.16.det_cont.csv,0.515,0.333,0.585,0.414,0.615,0.440,0.512,0.204,0.625,0.259,0.512,0.471,0.326,0.370,0.532,0.200,0.250,0.270,0.288,0.260,0.283
finalmodel.000.17.det_cont.csv,0.381,0.617,0.352,0.216,0.340,0.270,0.197,0.123,0.352,0.095,0.429,0.407,0.275,0.449,0.356,0.067,0.417,0.114,0.190,0.127,0.218
finalmodel.000.18.det_cont.csv,0.149,0.125,0.113,0.344,0.117,0.101,0.255,0.605,0.078,0.426,0.200,0.097,0.196,0.081,0.070,0.246,0.164,0.355,0.479,0.015,0.312
finalmodel.000.19.det_cont.csv,0.000,0.000,0.000,0.085,0.000,0.175,0.017,0.091,0.034,0.133,0.000,0.014,0.000,0.000,0.047,0.264,0.000,0.136,0.033,0.289,0.000
finalmodel.000.20.det_cont.csv,0.000,0.000,0.000,0.084,0.000,0.039,0.000,0.159,0.000,0.110,0.000,0.000,0.000,0.000,0.013,0.067,0.000,0.114,0.027,0.029,0.000
finalmodel.000.21.det_cont.csv,0.000,0.043,0.000,0.000,0.000,0.000,0.000,0.029,0.000,0.013,0.000,0.000,0.000,0.030,0.000,0.027,0.016,0.024,0.000,0.046,0.000
finalmodel.000.22.det_cont.csv,0.000,0.000,0.032,0.108,0.050,0.286,0.032,0.066,0.083,0.123,0.000,0.056,0.018,0.033,0.108,0.309,0.000,0.159,0.047,0.370,0.000
finalmodel.000.23.det_cont.csv,0.083,0.051,0.176,0.492,0.279,0.426,0.356,0.356,0.250,0.517,0.100,0.184,0.014,0.068,0.299,0.642,0.000,0.583,0.262,0.393,0.042
finalmodel.000.24.det_cont.csv,0.500,0.395,0.357,0.138,0.250,0.123,0.213,0.140,0.267,0.066,0.543,0.314,0.690,0.410,0.208,0.049,0.576,0.043,0.405,0.078,0.645
finalmodel.000.25.det_cont.csv,0.062,0.045,0.222,0.297,0.306,0.431,0.320,0.100,0.347,0.276,0.125,0.246,0.036,0.123,0.404,0.490,0.000,0.350,0.133,0.561,0.000
finalmodel.000.26.det_cont.csv,0.324,0.288,0.280,0.246,0.240,0.183,0.391,0.255,0.280,0.241,0.386,0.254,0.400,0.192,0.203,0.224,0.283,0.197,0.571,0.170,0.487
finalmodel.000.27.det_cont.csv,0.279,0.177,0.400,0.426,0.388,0.540,0.628,0.186,0.522,0.300,0.314,0.429,0.170,0.259,0.510,0.400,0.102,0.417,0.241,0.545,0.164
finalmodel.000.28.det_cont.csv,0.310,0.259,0.250,0.381,0.214,0.203,0.346,0.458,0.207,0.368,0.367,0.212,0.348,0.193,0.167,0.283,0.275,0.288,0.714,0.097,0.455
finalmodel.000.29.det_cont.csv,0.500,0.500,0.610,0.239,0.333,0.281,0.269,0.119,0.404,0.088,0.750,0.583,0.526,0.524,0.377,0.074,0.419,0.125,0.333,0.143,0.463
