 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
f_min.final_model.000.10.det_cont.csv,0.404,0.537,0.273,0.000,0.000,0.362,0.147,0.127,0.172,0.367,0.082,0.227,0.013,0.714,0.333,0.159,0.491,0.463,0.159,0.480,0.246,0.000,0.156,0.315,0.431,0.333,0.108,0.041,0.463,0.095
f_min.final_model.000.11.det_cont.csv,0.072,0.135,0.735,0.181,0.067,0.000,0.000,0.241,0.134,0.694,0.348,0.640,0.093,0.349,0.518,0.421,0.137,0.111,0.104,0.316,0.000,0.047,0.042,0.075,0.312,0.150,0.014,0.000,0.455,0.111
f_min.final_model.000.12.det_cont.csv,0.264,0.000,0.099,0.164,0.217,0.281,0.358,0.000,0.000,0.134,0.162,0.087,0.316,0.068,0.054,0.014,0.226,0.304,0.000,0.000,0.136,0.092,0.511,0.354,0.242,0.000,0.467,0.186,0.058,0.658
f_min.final_model.000.13.det_cont.csv,0.480,0.217,0.269,0.037,0.013,0.429,0.295,0.029,0.027,0.361,0.134,0.224,0.025,0.545,0.269,0.125,0.456,0.633,0.014,0.250,0.224,0.023,0.316,0.500,0.448,0.131,0.259,0.069,0.356,0.250
f_min.final_model.000.14.det_cont.csv,0.068,0.352,0.175,0.000,0.000,0.131,0.015,0.694,0.512,0.108,0.012,0.164,0.000,0.175,0.321,0.373,0.180,0.030,0.615,0.362,0.127,0.026,0.000,0.017,0.159,0.415,0.000,0.031,0.190,0.000
f_min.final_model.000.15.det_cont.csv,0.032,0.233,0.531,0.014,0.000,0.014,0.000,0.378,0.294,0.377,0.092,0.385,0.000,0.364,0.705,0.449,0.141,0.094,0.255,0.413,0.014,0.000,0.000,0.033,0.370,0.311,0.000,0.000,0.556,0.034
f_min.final_model.000.16.det_cont.csv,0.072,0.050,0.466,0.371,0.231,0.000,0.000,0.059,0.000,0.537,0.576,0.519,0.224,0.232,0.288,0.191,0.078,0.111,0.000,0.154,0.000,0.169,0.056,0.075,0.167,0.045,0.043,0.013,0.270,0.167
f_min.final_model.000.17.det_cont.csv,0.224,0.558,0.108,0.000,0.000,0.328,0.101,0.353,0.431,0.127,0.011,0.068,0.000,0.323,0.224,0.219,0.356,0.185,0.511,0.385,0.215,0.024,0.091,0.150,0.246,0.435,0.061,0.042,0.242,0.031
f_min.final_model.000.18.det_cont.csv,0.230,0.545,0.075,0.024,0.066,0.306,0.127,0.197,0.375,0.120,0.044,0.037,0.078,0.323,0.147,0.093,0.355,0.227,0.339,0.310,0.361,0.110,0.101,0.159,0.197,0.400,0.057,0.114,0.191,0.029
f_min.final_model.000.19.det_cont.csv,0.211,0.580,0.333,0.000,0.000,0.293,0.072,0.241,0.224,0.279,0.023,0.222,0.000,0.569,0.379,0.288,0.393,0.250,0.211,0.667,0.167,0.000,0.077,0.155,0.436,0.455,0.046,0.014,0.500,0.016
f_min.final_model.000.20.det_cont.csv,0.328,0.426,0.073,0.114,0.122,0.361,0.367,0.087,0.145,0.117,0.021,0.024,0.118,0.294,0.100,0.050,0.410,0.297,0.185,0.279,0.466,0.148,0.182,0.230,0.225,0.309,0.188,0.379,0.169,0.058
f_min.final_model.000.21.det_cont.csv,0.015,0.258,0.113,0.068,0.104,0.042,0.014,0.404,0.750,0.069,0.115,0.070,0.152,0.097,0.197,0.230,0.100,0.014,0.478,0.190,0.206,0.200,0.000,0.000,0.114,0.312,0.000,0.109,0.121,0.000
f_min.final_model.000.22.det_cont.csv,0.333,0.510,0.210,0.000,0.000,0.373,0.169,0.148,0.179,0.217,0.000,0.125,0.000,0.500,0.230,0.183,0.490,0.373,0.164,0.413,0.241,0.000,0.182,0.292,0.451,0.405,0.125,0.047,0.373,0.071
f_min.final_model.000.23.det_cont.csv,0.029,0.000,0.203,0.660,0.529,0.026,0.100,0.000,0.000,0.227,0.444,0.231,0.509,0.051,0.078,0.068,0.038,0.040,0.000,0.014,0.039,0.354,0.159,0.061,0.065,0.000,0.164,0.210,0.083,0.236
f_min.final_model.000.24.det_cont.csv,0.173,0.543,0.161,0.000,0.000,0.241,0.048,0.405,0.432,0.129,0.000,0.113,0.000,0.286,0.333,0.236,0.321,0.136,0.452,0.476,0.169,0.000,0.051,0.093,0.246,0.514,0.017,0.032,0.288,0.000
f_min.final_model.000.25.det_cont.csv,0.292,0.270,0.532,0.105,0.034,0.184,0.099,0.093,0.103,0.603,0.241,0.394,0.045,0.583,0.439,0.213,0.388,0.324,0.077,0.371,0.095,0.010,0.149,0.242,0.469,0.234,0.107,0.000,0.500,0.159
f_min.final_model.000.26.det_cont.csv,0.080,0.333,0.161,0.000,0.000,0.091,0.035,0.576,0.474,0.086,0.000,0.148,0.000,0.182,0.275,0.245,0.125,0.034,0.500,0.279,0.170,0.000,0.019,0.040,0.143,0.400,0.000,0.036,0.176,0.000
f_min.final_model.000.27.det_cont.csv,0.254,0.219,0.429,0.023,0.012,0.149,0.105,0.283,0.209,0.397,0.114,0.338,0.048,0.406,0.579,0.344,0.313,0.328,0.197,0.333,0.036,0.011,0.143,0.242,0.561,0.233,0.130,0.000,0.491,0.210
f_min.final_model.000.28.det_cont.csv,0.000,0.183,0.309,0.014,0.000,0.015,0.000,0.686,0.340,0.186,0.081,0.327,0.000,0.180,0.469,0.511,0.045,0.000,0.386,0.319,0.045,0.027,0.000,0.000,0.145,0.244,0.000,0.000,0.241,0.000
