 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv
f_min.final_model.000.10.det_cont.csv,0.037,0.085,0.324,0.024,0.011,0.081,0.105,0.000,0.000,0.000,0.082,0.348,0.162,0.134,0.012,0.092,0.576,0.011,0.044,0.023,0.021,0.115,0.000,0.444,0.000,0.241,0.000,0.114,0.081
f_min.final_model.000.11.det_cont.csv,0.194,0.054,0.681,0.210,0.083,0.171,0.377,0.095,0.099,0.066,0.227,0.640,0.087,0.224,0.164,0.385,0.519,0.068,0.037,0.222,0.024,0.070,0.125,0.231,0.113,0.394,0.148,0.338,0.327
f_min.final_model.000.12.det_cont.csv,0.000,0.054,0.053,0.000,0.000,0.038,0.000,0.000,0.040,0.000,0.013,0.093,0.316,0.025,0.000,0.000,0.224,0.000,0.078,0.000,0.118,0.152,0.000,0.509,0.000,0.045,0.000,0.048,0.000
f_min.final_model.000.13.det_cont.csv,0.132,0.227,0.390,0.500,0.306,0.604,0.333,0.448,0.421,0.283,0.714,0.349,0.068,0.545,0.175,0.364,0.232,0.323,0.323,0.569,0.294,0.097,0.500,0.051,0.286,0.583,0.182,0.406,0.180
f_min.final_model.000.14.det_cont.csv,0.328,0.191,0.577,0.368,0.246,0.308,0.551,0.235,0.174,0.214,0.333,0.518,0.054,0.269,0.321,0.705,0.288,0.224,0.147,0.379,0.100,0.197,0.230,0.078,0.333,0.439,0.275,0.579,0.469
f_min.final_model.000.15.det_cont.csv,0.404,0.185,0.418,0.298,0.222,0.110,0.714,0.143,0.116,0.123,0.159,0.421,0.014,0.125,0.373,0.449,0.191,0.219,0.093,0.288,0.050,0.230,0.183,0.068,0.236,0.213,0.245,0.344,0.511
f_min.final_model.000.16.det_cont.csv,0.087,0.254,0.143,0.357,0.317,0.537,0.104,0.439,0.549,0.294,0.491,0.137,0.226,0.456,0.180,0.141,0.078,0.356,0.355,0.393,0.410,0.100,0.490,0.038,0.321,0.388,0.125,0.313,0.045
f_min.final_model.000.17.det_cont.csv,0.014,0.118,0.116,0.237,0.188,0.481,0.060,0.295,0.462,0.125,0.463,0.111,0.304,0.633,0.030,0.094,0.111,0.185,0.227,0.250,0.297,0.014,0.373,0.040,0.136,0.324,0.034,0.328,0.000
f_min.final_model.000.18.det_cont.csv,0.571,0.489,0.092,0.175,0.591,0.175,0.275,0.327,0.094,0.390,0.159,0.104,0.000,0.014,0.615,0.255,0.000,0.511,0.339,0.211,0.185,0.478,0.164,0.000,0.452,0.077,0.500,0.197,0.386
f_min.final_model.000.19.det_cont.csv,0.264,0.315,0.358,0.511,0.392,0.364,0.435,0.451,0.340,0.450,0.480,0.316,0.000,0.250,0.362,0.413,0.154,0.385,0.310,0.667,0.279,0.190,0.413,0.014,0.476,0.371,0.279,0.333,0.319
f_min.final_model.000.20.det_cont.csv,0.156,0.238,0.000,0.190,0.200,0.171,0.000,0.373,0.238,0.226,0.246,0.000,0.136,0.224,0.127,0.014,0.000,0.215,0.361,0.167,0.466,0.206,0.241,0.039,0.169,0.095,0.170,0.036,0.045
f_min.final_model.000.21.det_cont.csv,0.051,0.103,0.024,0.000,0.024,0.000,0.052,0.000,0.012,0.000,0.000,0.047,0.092,0.023,0.026,0.000,0.169,0.024,0.110,0.000,0.148,0.200,0.000,0.354,0.000,0.010,0.000,0.011,0.027
f_min.final_model.000.22.det_cont.csv,0.000,0.044,0.029,0.133,0.060,0.210,0.000,0.121,0.340,0.018,0.156,0.042,0.511,0.316,0.000,0.000,0.056,0.091,0.101,0.077,0.182,0.000,0.182,0.159,0.051,0.149,0.019,0.143,0.000
f_min.final_model.000.23.det_cont.csv,0.016,0.079,0.062,0.204,0.115,0.385,0.000,0.203,0.388,0.078,0.315,0.075,0.354,0.500,0.017,0.033,0.075,0.150,0.159,0.155,0.230,0.000,0.292,0.061,0.093,0.242,0.040,0.242,0.000
f_min.final_model.000.24.det_cont.csv,0.134,0.159,0.373,0.351,0.231,0.474,0.316,0.317,0.481,0.218,0.431,0.312,0.242,0.448,0.159,0.370,0.167,0.246,0.197,0.436,0.225,0.114,0.451,0.065,0.246,0.469,0.143,0.561,0.145
f_min.final_model.000.25.det_cont.csv,0.298,0.413,0.200,0.292,0.512,0.327,0.250,0.545,0.300,0.625,0.333,0.150,0.000,0.131,0.415,0.311,0.045,0.435,0.400,0.455,0.309,0.312,0.405,0.000,0.514,0.234,0.400,0.233,0.244
f_min.final_model.000.26.det_cont.csv,0.000,0.015,0.000,0.082,0.030,0.141,0.000,0.075,0.302,0.000,0.108,0.014,0.467,0.259,0.000,0.000,0.043,0.061,0.057,0.046,0.188,0.000,0.125,0.164,0.017,0.107,0.000,0.130,0.000
f_min.final_model.000.27.det_cont.csv,0.078,0.058,0.000,0.045,0.028,0.027,0.000,0.101,0.058,0.071,0.041,0.000,0.186,0.069,0.031,0.000,0.013,0.042,0.114,0.014,0.379,0.109,0.047,0.210,0.032,0.000,0.036,0.000,0.000
f_min.final_model.000.28.det_cont.csv,0.161,0.188,0.571,0.377,0.267,0.379,0.449,0.295,0.288,0.235,0.463,0.455,0.058,0.356,0.190,0.556,0.270,0.242,0.191,0.500,0.169,0.121,0.373,0.083,0.288,0.500,0.176,0.491,0.241
f_min.final_model.000.29.det_cont.csv,0.000,0.000,0.098,0.050,0.000,0.186,0.000,0.030,0.222,0.000,0.095,0.111,0.658,0.250,0.000,0.034,0.167,0.031,0.029,0.016,0.058,0.000,0.071,0.236,0.000,0.159,0.000,0.210,0.000
